,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,571,0.0893169877408056,0.040280210157618214,0.0017513134851138354,0.08581436077057793,0.01576182136602452,0.03327495621716287,0.1681260945709282,0.0542907180385289,0.19089316987740806,0.07180385288966724,0.008756567425569177,0.13134851138353765,0.017513134851138354,0.05604203152364273,0.014010507880910683,0.03327495621716287,0.0,0.06129597197898424,0.09106830122591944,0.04553415061295972,0.05604203152364273,0.03677758318739054,0.014010507880910683,0.03152364273204904,0.08756567425569177,0.03677758318739054,0.0,0.03502626970227671,0.0035026269702276708,0.005253940455341506,0.005253940455341506,0.005253940455341506,0.0017513134851138354,0.01576182136602452,0.012259194395796848,0.028021015761821366,0.07005253940455342,0.0017513134851138354,0.008756567425569177,0.0,0.028021015761821366,0.0647985989492119,0.028021015761821366,0.0,0.01926444833625219,0.07180385288966724,0.0035026269702276708,0.0840630472854641
1,467,0.09850107066381156,0.027837259100642397,0.0,0.0835117773019272,0.017130620985010708,0.055674518201284794,0.13276231263383298,0.07066381156316917,0.20985010706638116,0.057815845824411134,0.0,0.17987152034261242,0.006423982869379015,0.03854389721627409,0.010706638115631691,0.044967880085653104,0.0,0.057815845824411134,0.09635974304068523,0.05353319057815846,0.0728051391862955,0.019271948608137045,0.006423982869379015,0.034261241970021415,0.055674518201284794,0.019271948608137045,0.0021413276231263384,0.055674518201284794,0.017130620985010708,0.0,0.008565310492505354,0.0,0.0021413276231263384,0.01284796573875803,0.0021413276231263384,0.04925053533190578,0.055674518201284794,0.0021413276231263384,0.006423982869379015,0.004282655246252677,0.019271948608137045,0.08137044967880086,0.023554603854389723,0.0021413276231263384,0.010706638115631691,0.07066381156316917,0.004282655246252677,0.09850107066381156
2,624,0.08814102564102565,0.020833333333333332,0.0016025641025641025,0.07051282051282051,0.008012820512820512,0.05448717948717949,0.20673076923076922,0.038461538461538464,0.19230769230769232,0.060897435897435896,0.011217948717948718,0.14583333333333334,0.014423076923076924,0.05448717948717949,0.009615384615384616,0.038461538461538464,0.0,0.0673076923076923,0.09294871794871795,0.04807692307692308,0.041666666666666664,0.041666666666666664,0.011217948717948718,0.02564102564102564,0.07532051282051282,0.04487179487179487,0.0,0.05448717948717949,0.008012820512820512,0.003205128205128205,0.003205128205128205,0.014423076923076924,0.0,0.017628205128205128,0.009615384615384616,0.04487179487179487,0.05608974358974359,0.0,0.008012820512820512,0.0,0.01282051282051282,0.08814102564102565,0.02403846153846154,0.0,0.020833333333333332,0.05608974358974359,0.0,0.08173076923076923
3,671,0.08345752608047691,0.03129657228017884,0.0029806259314456036,0.08196721311475409,0.010432190760059613,0.03129657228017884,0.18032786885245902,0.043219076005961254,0.21311475409836064,0.06855439642324888,0.005961251862891207,0.14008941877794337,0.022354694485842028,0.05663189269746647,0.01788375558867362,0.038748137108792845,0.0,0.05812220566318927,0.08345752608047691,0.05514157973174367,0.04918032786885246,0.03576751117734724,0.00894187779433681,0.03129657228017884,0.06259314456035768,0.03576751117734724,0.0,0.028315946348733235,0.019374068554396422,0.0029806259314456036,0.0029806259314456036,0.00894187779433681,0.0,0.01639344262295082,0.014903129657228018,0.037257824143070044,0.06259314456035768,0.0,0.014903129657228018,0.004470938897168405,0.01639344262295082,0.08643815201192251,0.037257824143070044,0.0029806259314456036,0.01788375558867362,0.06408345752608048,0.0029806259314456036,0.08196721311475409
4,538,0.08178438661710037,0.031598513011152414,0.0,0.10966542750929369,0.016728624535315983,0.03903345724907063,0.17286245353159851,0.05018587360594796,0.19144981412639406,0.06691449814126393,0.0037174721189591076,0.15055762081784388,0.007434944237918215,0.05390334572490706,0.013011152416356878,0.046468401486988845,0.0,0.05390334572490706,0.08921933085501858,0.04275092936802974,0.05018587360594796,0.027881040892193308,0.0018587360594795538,0.03717472118959108,0.0687732342007435,0.03531598513011153,0.0,0.04275092936802974,0.024163568773234202,0.0037174721189591076,0.0018587360594795538,0.00929368029739777,0.0018587360594795538,0.016728624535315983,0.0018587360594795538,0.027881040892193308,0.06691449814126393,0.0037174721189591076,0.011152416356877323,0.0018587360594795538,0.013011152416356878,0.07063197026022305,0.03345724907063197,0.0,0.020446096654275093,0.10223048327137546,0.0,0.07992565055762081
5,582,0.07903780068728522,0.02577319587628866,0.001718213058419244,0.08934707903780069,0.012027491408934709,0.04982817869415808,0.16666666666666666,0.048109965635738834,0.17697594501718214,0.07216494845360824,0.005154639175257732,0.15292096219931273,0.012027491408934709,0.06872852233676977,0.01718213058419244,0.041237113402061855,0.0,0.07216494845360824,0.08419243986254296,0.04639175257731959,0.04982817869415808,0.04982817869415808,0.006872852233676976,0.03264604810996564,0.058419243986254296,0.041237113402061855,0.0,0.04982817869415808,0.00859106529209622,0.0,0.001718213058419244,0.006872852233676976,0.0,0.027491408934707903,0.006872852233676976,0.044673539518900345,0.06872852233676977,0.0,0.006872852233676976,0.001718213058419244,0.01718213058419244,0.06529209621993128,0.020618556701030927,0.001718213058419244,0.018900343642611683,0.07388316151202749,0.001718213058419244,0.07731958762886598
6,453,0.10816777041942605,0.019867549668874173,0.0,0.09050772626931568,0.006622516556291391,0.05739514348785872,0.1456953642384106,0.039735099337748346,0.2163355408388521,0.06622516556291391,0.002207505518763797,0.15894039735099338,0.01545253863134658,0.04194260485651214,0.01545253863134658,0.04856512141280353,0.0,0.05518763796909492,0.10375275938189846,0.039735099337748346,0.04856512141280353,0.03532008830022075,0.004415011037527594,0.03090507726269316,0.04856512141280353,0.03532008830022075,0.0,0.05739514348785872,0.011037527593818985,0.002207505518763797,0.002207505518763797,0.011037527593818985,0.0,0.019867549668874173,0.008830022075055188,0.039735099337748346,0.059602649006622516,0.0,0.006622516556291391,0.0,0.011037527593818985,0.08167770419426049,0.026490066225165563,0.0,0.019867549668874173,0.07505518763796909,0.0,0.10154525386313466
7,619,0.09369951534733441,0.022617124394184167,0.0,0.07592891760904685,0.014539579967689823,0.04038772213247173,0.17124394184168013,0.05815831987075929,0.2197092084006462,0.08562197092084006,0.004846526655896607,0.11954765751211632,0.009693053311793215,0.05815831987075929,0.006462035541195477,0.035541195476575124,0.0,0.05654281098546042,0.08723747980613894,0.06785137318255251,0.06462035541195477,0.025848142164781908,0.0032310177705977385,0.025848142164781908,0.06785137318255251,0.033925686591276254,0.0,0.0420032310177706,0.011308562197092083,0.0032310177705977385,0.004846526655896607,0.014539579967689823,0.0,0.01938610662358643,0.008077544426494346,0.027463651050080775,0.0791599353796446,0.0016155088852988692,0.009693053311793215,0.0016155088852988692,0.012924071082390954,0.07431340872374798,0.033925686591276254,0.0,0.017770597738287562,0.07108239095315025,0.0016155088852988692,0.09046849757673667
8,552,0.09963768115942029,0.02355072463768116,0.0036231884057971015,0.08695652173913043,0.018115942028985508,0.03985507246376811,0.18297101449275363,0.034420289855072464,0.20652173913043478,0.07789855072463768,0.005434782608695652,0.11413043478260869,0.018115942028985508,0.06702898550724638,0.010869565217391304,0.03804347826086957,0.0,0.06340579710144928,0.10326086956521739,0.057971014492753624,0.03985507246376811,0.021739130434782608,0.0036231884057971015,0.030797101449275364,0.059782608695652176,0.041666666666666664,0.0,0.04528985507246377,0.009057971014492754,0.0,0.0018115942028985507,0.012681159420289856,0.0,0.025362318840579712,0.012681159420289856,0.021739130434782608,0.07065217391304347,0.0,0.0036231884057971015,0.0018115942028985507,0.019927536231884056,0.07246376811594203,0.030797101449275364,0.0,0.014492753623188406,0.08152173913043478,0.009057971014492754,0.09601449275362318
9,579,0.08981001727115717,0.022452504317789293,0.0017271157167530224,0.06044905008635579,0.012089810017271158,0.04145077720207254,0.17616580310880828,0.044905008635578586,0.20207253886010362,0.0690846286701209,0.0017271157167530224,0.13989637305699482,0.017271157167530225,0.06044905008635579,0.0051813471502590676,0.03626943005181347,0.0,0.04835924006908463,0.08981001727115717,0.04317789291882556,0.05008635578583765,0.05872193436960276,0.0069084628670120895,0.02936096718480138,0.07944732297063903,0.044905008635578586,0.0,0.04317789291882556,0.015544041450777202,0.0017271157167530224,0.0017271157167530224,0.015544041450777202,0.0,0.027633851468048358,0.008635578583765112,0.039723661485319514,0.06217616580310881,0.0,0.0034542314335060447,0.0,0.018998272884283247,0.08635578583765112,0.027633851468048358,0.0,0.008635578583765112,0.06217616580310881,0.0,0.0846286701208981
10,531,0.0903954802259887,0.013182674199623353,0.0,0.0903954802259887,0.01694915254237288,0.047080979284369114,0.1713747645951036,0.047080979284369114,0.24293785310734464,0.05084745762711865,0.003766478342749529,0.12994350282485875,0.0018832391713747645,0.05649717514124294,0.018832391713747645,0.030131826741996232,0.0018832391713747645,0.0696798493408663,0.0903954802259887,0.05649717514124294,0.04896421845574388,0.03954802259887006,0.0018832391713747645,0.04519774011299435,0.0583804143126177,0.02824858757062147,0.0,0.04896421845574388,0.01694915254237288,0.003766478342749529,0.005649717514124294,0.01694915254237288,0.0,0.030131826741996232,0.0018832391713747645,0.04143126177024482,0.04896421845574388,0.0018832391713747645,0.003766478342749529,0.0,0.007532956685499058,0.08097928436911488,0.02448210922787194,0.0,0.009416195856873822,0.07909604519774012,0.0,0.08851224105461393
11,555,0.09549549549549549,0.032432432432432434,0.0,0.06666666666666667,0.0036036036036036037,0.03783783783783784,0.17117117117117117,0.04144144144144144,0.1891891891891892,0.0990990990990991,0.0018018018018018018,0.15135135135135136,0.025225225225225224,0.05945945945945946,0.01981981981981982,0.06486486486486487,0.0,0.05945945945945946,0.10270270270270271,0.04684684684684685,0.03783783783783784,0.025225225225225224,0.005405405405405406,0.032432432432432434,0.06486486486486487,0.043243243243243246,0.0,0.03783783783783784,0.014414414414414415,0.0018018018018018018,0.007207207207207207,0.010810810810810811,0.0,0.016216216216216217,0.012612612612612612,0.02882882882882883,0.0972972972972973,0.0,0.016216216216216217,0.0,0.018018018018018018,0.06486486486486487,0.016216216216216217,0.0018018018018018018,0.014414414414414415,0.05045045045045045,0.0018018018018018018,0.08648648648648649
12,545,0.08990825688073395,0.023853211009174313,0.001834862385321101,0.08440366972477065,0.009174311926605505,0.047706422018348627,0.1706422018348624,0.03853211009174312,0.22385321100917432,0.060550458715596334,0.001834862385321101,0.1724770642201835,0.012844036697247707,0.04036697247706422,0.025688073394495414,0.045871559633027525,0.001834862385321101,0.07522935779816514,0.09174311926605505,0.047706422018348627,0.03853211009174312,0.027522935779816515,0.012844036697247707,0.031192660550458717,0.05688073394495413,0.014678899082568808,0.0,0.04954128440366973,0.01651376146788991,0.001834862385321101,0.001834862385321101,0.009174311926605505,0.0,0.01651376146788991,0.007339449541284404,0.029357798165137616,0.060550458715596334,0.0,0.005504587155963303,0.003669724770642202,0.01651376146788991,0.09908256880733946,0.03669724770642202,0.0,0.029357798165137616,0.05871559633027523,0.0,0.08807339449541285
