,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
0,930,0.05591397849462366,0.021505376344086023,0.0,0.041935483870967745,0.013978494623655914,0.046236559139784944,0.24946236559139784,0.04086021505376344,0.1989247311827957,0.05698924731182796,0.005376344086021506,0.12473118279569892,0.013978494623655914,0.06989247311827956,0.002150537634408602,0.03763440860215054,0.004301075268817204,0.0,0.07419354838709677,0.05161290322580645,0.04516129032258064,0.04086021505376344,0.060215053763440864,0.001075268817204301,0.004301075268817204,0.03333333333333333,0.07741935483870968,0.047311827956989246,0.002150537634408602,0.046236559139784944,0.01827956989247312,0.0,0.001075268817204301,0.023655913978494623,0.001075268817204301,0.04516129032258064,0.0064516129032258064,0.054838709677419356,0.0,0.05591397849462366,0.001075268817204301,0.008602150537634409,0.002150537634408602,0.013978494623655914,0.08817204301075268,0.030107526881720432,0.0,0.016129032258064516,0.04838709677419355,0.001075268817204301,0.05591397849462366
1,1182,0.03976311336717428,0.017766497461928935,0.0,0.0727580372250423,0.021996615905245348,0.043993231810490696,0.24450084602368866,0.04314720812182741,0.19120135363790186,0.06091370558375635,0.004230118443316413,0.11421319796954314,0.00676818950930626,0.077834179357022,0.00676818950930626,0.027918781725888325,0.004230118443316413,0.0,0.07445008460236886,0.03807106598984772,0.050761421319796954,0.049069373942470386,0.06345177664974619,0.0,0.00338409475465313,0.023688663282571912,0.07360406091370558,0.06091370558375635,0.0,0.047377326565143825,0.021996615905245348,0.00338409475465313,0.001692047377326565,0.027918781725888325,0.0,0.05414551607445008,0.00338409475465313,0.049069373942470386,0.0,0.05752961082910321,0.004230118443316413,0.005922165820642978,0.00676818950930626,0.011844331641285956,0.07360406091370558,0.02284263959390863,0.0008460236886632825,0.02030456852791878,0.0727580372250423,0.0,0.03807106598984772
2,1074,0.04562383612662942,0.0297951582867784,0.0,0.05865921787709497,0.023277467411545624,0.04562383612662942,0.25512104283054005,0.04748603351955307,0.18994413407821228,0.05307262569832402,0.004655493482309125,0.10335195530726257,0.012104283054003724,0.08100558659217877,0.01303538175046555,0.03445065176908752,0.0037243947858473,0.0,0.06610800744878957,0.04283054003724395,0.054003724394785846,0.051210428305400374,0.05493482309124767,0.0,0.0074487895716946,0.0335195530726257,0.08659217877094973,0.04655493482309125,0.0,0.048417132216014895,0.032588454376163874,0.00186219739292365,0.00186219739292365,0.015828677839851025,0.000931098696461825,0.054003724394785846,0.004655493482309125,0.04562383612662942,0.0,0.049348230912476726,0.000931098696461825,0.017690875232774673,0.0074487895716946,0.01303538175046555,0.07076350093109869,0.0223463687150838,0.00186219739292365,0.021415270018621976,0.05307262569832402,0.0,0.04189944134078212
3,939,0.05005324813631523,0.022364217252396165,0.0,0.054313099041533544,0.013844515441959531,0.04472843450479233,0.2417465388711395,0.027689030883919063,0.19701810436634717,0.05644302449414271,0.004259850905218318,0.13525026624068157,0.011714589989350373,0.08093716719914804,0.01810436634717785,0.029818956336528223,0.002129925452609159,0.0,0.09052183173588925,0.04792332268370607,0.03407880724174654,0.0308839190628328,0.06815761448349308,0.0,0.005324813631522897,0.02875399361022364,0.07454739084132056,0.06283280085197018,0.0,0.042598509052183174,0.026624068157614485,0.0010649627263045794,0.0010649627263045794,0.026624068157614485,0.0,0.04472843450479233,0.005324813631522897,0.04792332268370607,0.0,0.054313099041533544,0.004259850905218318,0.011714589989350373,0.004259850905218318,0.006389776357827476,0.08200212992545261,0.024494142705005325,0.0,0.027689030883919063,0.046858359957401494,0.0,0.04898828541001065
4,1029,0.047619047619047616,0.023323615160349854,0.0,0.05150631681243926,0.027210884353741496,0.05442176870748299,0.2478134110787172,0.037900874635568516,0.2021379980563654,0.056365403304178816,0.003887269193391642,0.1185617103984451,0.007774538386783284,0.06511175898931001,0.012633624878522837,0.028182701652089408,0.0009718172983479105,0.0009718172983479105,0.07191448007774538,0.04470359572400389,0.03984450923226433,0.038872691933916424,0.061224489795918366,0.0,0.006802721088435374,0.03498542274052478,0.08649173955296405,0.05053449951409135,0.0,0.05539358600583091,0.015549076773566569,0.0,0.0029154518950437317,0.026239067055393587,0.0,0.043731778425655975,0.0009718172983479105,0.05344995140913508,0.0,0.05539358600583091,0.0009718172983479105,0.007774538386783284,0.011661807580174927,0.015549076773566569,0.08649173955296405,0.026239067055393587,0.0,0.021379980563654033,0.05150631681243926,0.0,0.04664723032069971
5,1071,0.04388422035480859,0.02427637721755369,0.0,0.06722689075630252,0.017740429505135387,0.03828197945845005,0.22782446311858076,0.059757236227824466,0.18860877684407096,0.056022408963585436,0.0028011204481792717,0.1223155929038282,0.008403361344537815,0.06535947712418301,0.014939309056956116,0.03828197945845005,0.004668534080298786,0.0,0.051353874883286646,0.04295051353874883,0.059757236227824466,0.06349206349206349,0.08029878618113913,0.0,0.004668534080298786,0.026143790849673203,0.0765639589169001,0.04855275443510738,0.0,0.040149393090569564,0.021475256769374416,0.0028011204481792717,0.0028011204481792717,0.013071895424836602,0.0,0.032679738562091505,0.004668534080298786,0.05042016806722689,0.0009337068160597573,0.05322128851540616,0.0009337068160597573,0.007469654528478058,0.0056022408963585435,0.014939309056956116,0.09056956115779645,0.02054154995331466,0.0,0.02334267040149393,0.058823529411764705,0.0,0.04388422035480859
6,962,0.04781704781704782,0.04054054054054054,0.0,0.05197505197505198,0.014553014553014554,0.04365904365904366,0.2442827442827443,0.0446985446985447,0.1787941787941788,0.05301455301455302,0.004158004158004158,0.11850311850311851,0.013513513513513514,0.0841995841995842,0.009355509355509356,0.030145530145530147,0.0,0.0,0.07588357588357589,0.04677754677754678,0.04885654885654886,0.04677754677754678,0.062370062370062374,0.0010395010395010396,0.012474012474012475,0.02598752598752599,0.07068607068607069,0.06548856548856549,0.0,0.04158004158004158,0.015592515592515593,0.0010395010395010396,0.0031185031185031187,0.01975051975051975,0.0,0.05093555093555094,0.009355509355509356,0.05093555093555094,0.0,0.05197505197505198,0.0031185031185031187,0.018711018711018712,0.008316008316008316,0.018711018711018712,0.06964656964656965,0.02702702702702703,0.002079002079002079,0.014553014553014554,0.04677754677754678,0.0031185031185031187,0.04781704781704782
7,1149,0.040905134899912966,0.020017406440382943,0.0,0.060922541340295906,0.022628372497824196,0.04351610095735422,0.2349869451697128,0.04264577893820714,0.18276762402088773,0.05134899912967798,0.0008703220191470844,0.1618798955613577,0.007832898172323759,0.07571801566579635,0.010443864229765013,0.03655352480417755,0.0017406440382941688,0.0,0.09138381201044386,0.040905134899912966,0.047867711053089644,0.044386422976501305,0.06266318537859007,0.0008703220191470844,0.007832898172323759,0.033942558746736295,0.06788511749347259,0.05483028720626632,0.0,0.04351610095735422,0.012184508268059183,0.005221932114882507,0.0008703220191470844,0.018276762402088774,0.0,0.04960835509138381,0.0026109660574412533,0.04699738903394256,0.0008703220191470844,0.04699738903394256,0.0026109660574412533,0.010443864229765013,0.005221932114882507,0.008703220191470844,0.08964316797214969,0.024369016536118365,0.0,0.026979982593559618,0.06266318537859007,0.0008703220191470844,0.04003481288076589
8,820,0.05609756097560976,0.03048780487804878,0.0,0.04878048780487805,0.02195121951219512,0.05,0.25853658536585367,0.036585365853658534,0.18170731707317073,0.06341463414634146,0.004878048780487805,0.10365853658536585,0.02195121951219512,0.08902439024390243,0.00853658536585366,0.020731707317073172,0.003658536585365854,0.0,0.06585365853658537,0.05609756097560976,0.042682926829268296,0.042682926829268296,0.03780487804878049,0.0,0.00853658536585366,0.03414634146341464,0.08170731707317073,0.06829268292682927,0.0,0.0475609756097561,0.02195121951219512,0.0012195121951219512,0.0012195121951219512,0.02926829268292683,0.0,0.05853658536585366,0.01097560975609756,0.0475609756097561,0.0,0.05975609756097561,0.006097560975609756,0.00975609756097561,0.004878048780487805,0.01951219512195122,0.06219512195121951,0.01707317073170732,0.0012195121951219512,0.020731707317073172,0.05365853658536585,0.0,0.05609756097560976
9,1134,0.043209876543209874,0.020282186948853614,0.0008818342151675485,0.04938271604938271,0.025573192239858905,0.04497354497354497,0.263668430335097,0.043209876543209874,0.18518518518518517,0.05555555555555555,0.005291005291005291,0.12345679012345678,0.014991181657848324,0.07142857142857142,0.006172839506172839,0.031746031746031744,0.0026455026455026454,0.0,0.07760141093474426,0.04144620811287478,0.053791887125220456,0.04673721340388007,0.05731922398589065,0.0,0.003527336860670194,0.03968253968253968,0.07671957671957672,0.06613756613756613,0.0008818342151675485,0.04673721340388007,0.019400352733686066,0.004409171075837742,0.0008818342151675485,0.021164021164021163,0.0,0.04056437389770723,0.007936507936507936,0.05026455026455026,0.0026455026455026454,0.05291005291005291,0.0026455026455026454,0.007054673721340388,0.007054673721340388,0.014109347442680775,0.0873015873015873,0.013227513227513227,0.0,0.02204585537918871,0.053791887125220456,0.0,0.04144620811287478
10,1141,0.03856266432953549,0.02366345311130587,0.0,0.051709027169149865,0.015775635407537247,0.06923751095530237,0.26555652936021035,0.05083260297984225,0.1761612620508326,0.044697633654688866,0.0035056967572304996,0.11919368974583698,0.007011393514460999,0.06923751095530237,0.011393514460999123,0.033304119193689745,0.0035056967572304996,0.0,0.06748466257668712,0.03943908851884312,0.06485539000876424,0.051709027169149865,0.07186678352322524,0.0,0.0035056967572304996,0.022787028921998246,0.0736196319018405,0.06134969325153374,0.0,0.06836108676599474,0.016652059596844872,0.0008764241893076249,0.0,0.021034180543382998,0.0,0.04557405784399649,0.0052585451358457495,0.06134969325153374,0.0008764241893076249,0.044697633654688866,0.0017528483786152498,0.006134969325153374,0.006134969325153374,0.015775635407537247,0.08326029798422437,0.018404907975460124,0.0008764241893076249,0.014022787028921999,0.04557405784399649,0.0,0.03856266432953549
