,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
0,804,0.05721393034825871,0.03980099502487562,0.09825870646766169,0.014925373134328358,0.06592039800995025,0.17661691542288557,0.06343283582089553,0.20149253731343283,0.05223880597014925,0.008706467661691543,0.11069651741293532,0.004975124378109453,0.07587064676616916,0.017412935323383085,0.024875621890547265,0.0,0.0,0.07711442786069651,0.055970149253731345,0.053482587064676616,0.06467661691542288,0.03233830845771144,0.0,0.012437810945273632,0.036069651741293535,0.07338308457711443,0.03233830845771144,0.0,0.06592039800995025,0.018656716417910446,0.0037313432835820895,0.0024875621890547263,0.017412935323383085,0.0,0.03731343283582089,0.0012437810945273632,0.048507462686567165,0.0,0.05099502487562189,0.0037313432835820895,0.013681592039800995,0.0024875621890547263,0.03109452736318408,0.04975124378109453,0.012437810945273632,0.0,0.0,0.01990049751243781,0.08333333333333333,0.0012437810945273632,0.055970149253731345
1,1122,0.044563279857397504,0.0338680926916221,0.08110516934046345,0.011586452762923352,0.06327985739750445,0.21657754010695188,0.054367201426024955,0.19429590017825313,0.05614973262032086,0.008912655971479501,0.12210338680926916,0.008021390374331552,0.0677361853832442,0.008021390374331552,0.03832442067736185,0.0,0.0017825311942959,0.07932263814616755,0.0427807486631016,0.05080213903743316,0.06060606060606061,0.040998217468805706,0.0,0.0106951871657754,0.0338680926916221,0.0570409982174688,0.04723707664884135,0.0,0.06060606060606061,0.01871657754010695,0.0017825311942959,0.00267379679144385,0.017825311942959002,0.0,0.034759358288770054,0.0071301247771836,0.049910873440285206,0.0,0.053475935828877004,0.004456327985739751,0.0071301247771836,0.0,0.025846702317290554,0.07308377896613191,0.01693404634581105,0.0,0.00089126559714795,0.029411764705882353,0.08021390374331551,0.0,0.04367201426024955
2,879,0.05233219567690557,0.04209328782707622,0.08646188850967008,0.007963594994311717,0.05005688282138794,0.1831626848691695,0.048919226393629126,0.2150170648464164,0.06257110352673492,0.005688282138794084,0.13879408418657566,0.009101251422070534,0.06370875995449374,0.01478953356086462,0.03299203640500569,0.0011376564277588168,0.0034129692832764505,0.0875995449374289,0.051194539249146756,0.051194539249146756,0.05233219567690557,0.03299203640500569,0.0,0.010238907849829351,0.03299203640500569,0.07281001137656427,0.015927189988623434,0.0,0.053469852104664393,0.03185437997724687,0.005688282138794084,0.0022753128555176336,0.013651877133105802,0.0,0.030716723549488054,0.004550625711035267,0.04209328782707622,0.0,0.05802047781569966,0.004550625711035267,0.015927189988623434,0.0,0.023890784982935155,0.06598407281001138,0.027303754266211604,0.0,0.0,0.03754266211604096,0.06939704209328783,0.0011376564277588168,0.05233219567690557
3,992,0.047379032258064516,0.034274193548387094,0.08366935483870967,0.009072580645161291,0.04939516129032258,0.19455645161290322,0.055443548387096774,0.2247983870967742,0.06149193548387097,0.009072580645161291,0.12600806451612903,0.006048387096774193,0.057459677419354836,0.018145161290322582,0.02721774193548387,0.0,0.0020161290322580645,0.07459677419354839,0.04536290322580645,0.05342741935483871,0.06350806451612903,0.03528225806451613,0.0,0.016129032258064516,0.038306451612903226,0.06955645161290322,0.04233870967741935,0.0,0.05141129032258065,0.024193548387096774,0.005040322580645161,0.004032258064516129,0.016129032258064516,0.0,0.03225806451612903,0.0030241935483870967,0.05342741935483871,0.0010080645161290322,0.05443548387096774,0.0030241935483870967,0.017137096774193547,0.0,0.015120967741935484,0.06854838709677419,0.023185483870967742,0.0,0.0,0.028225806451612902,0.06653225806451613,0.0010080645161290322,0.046370967741935484
4,776,0.06314432989690721,0.037371134020618556,0.07603092783505154,0.007731958762886598,0.059278350515463915,0.20747422680412372,0.07216494845360824,0.21520618556701032,0.04381443298969072,0.01675257731958763,0.1095360824742268,0.00902061855670103,0.05670103092783505,0.00902061855670103,0.03479381443298969,0.0,0.001288659793814433,0.08505154639175258,0.059278350515463915,0.05412371134020619,0.07216494845360824,0.027061855670103094,0.001288659793814433,0.00902061855670103,0.028350515463917526,0.04896907216494845,0.03479381443298969,0.001288659793814433,0.05798969072164949,0.02190721649484536,0.007731958762886598,0.002577319587628866,0.01675257731958763,0.001288659793814433,0.02190721649484536,0.003865979381443299,0.05798969072164949,0.0,0.04252577319587629,0.003865979381443299,0.014175257731958763,0.0,0.023195876288659795,0.07989690721649484,0.030927835051546393,0.0,0.0,0.02190721649484536,0.06314432989690721,0.0,0.061855670103092786
5,967,0.047569803516028956,0.027921406411582212,0.09307135470527404,0.020682523267838676,0.05170630816959669,0.19131334022750776,0.055842812823164424,0.21302998965873837,0.04963805584281282,0.009307135470527405,0.11168562564632885,0.007238883143743537,0.07445708376421924,0.012409513960703205,0.023784901758014478,0.0,0.0,0.06618407445708377,0.04653567735263702,0.0703205791106515,0.05997931747673216,0.050672182006204755,0.0,0.0062047569803516025,0.03412616339193381,0.07135470527404343,0.04033092037228542,0.0,0.04963805584281282,0.02481902792140641,0.005170630816959669,0.001034126163391934,0.020682523267838676,0.001034126163391934,0.04136504653567735,0.0031023784901758012,0.04136504653567735,0.0,0.047569803516028956,0.001034126163391934,0.008273009307135471,0.004136504653567736,0.01861427094105481,0.07238883143743537,0.01861427094105481,0.0,0.002068252326783868,0.020682523267838676,0.0889348500517063,0.0,0.047569803516028956
6,1039,0.04427333974975938,0.04619826756496631,0.08565928777670838,0.016361886429258902,0.0519730510105871,0.19826756496631376,0.0519730510105871,0.21174205967276227,0.06544754571703561,0.014436958614051972,0.10779595765158806,0.0038498556304138597,0.06737247353224254,0.009624639076034648,0.03753609239653513,0.0,0.0,0.06929740134744947,0.04331087584215592,0.05871029836381136,0.05871029836381136,0.03946102021174206,0.0,0.021174205967276226,0.0356111645813282,0.06929740134744947,0.03753609239653513,0.0019249278152069298,0.0519730510105871,0.026948989412897015,0.004812319538017324,0.008662175168431183,0.011549566891241578,0.0009624639076034649,0.03368623676612127,0.0,0.04523580365736285,0.0,0.061597690086621755,0.0019249278152069298,0.011549566891241578,0.0028873917228103944,0.032723772858517804,0.06256015399422522,0.01828681424446583,0.0,0.0009624639076034649,0.016361886429258902,0.07988450433108758,0.0,0.04523580365736285
7,817,0.056303549571603426,0.0416156670746634,0.0795593635250918,0.01591187270501836,0.06976744186046512,0.2215422276621787,0.042839657282741736,0.1799265605875153,0.06487148102815178,0.0073439412484700125,0.11138310893512852,0.0036719706242350062,0.06976744186046512,0.012239902080783354,0.028151774785801713,0.0,0.0,0.06731946144430845,0.05507955936352509,0.0416156670746634,0.04773561811505508,0.033047735618115054,0.0,0.008567931456548347,0.03182374541003672,0.0795593635250918,0.05507955936352509,0.0,0.06487148102815178,0.022031823745410038,0.0036719706242350062,0.0024479804161566705,0.017135862913096694,0.0012239902080783353,0.0416156670746634,0.0012239902080783353,0.05018359853121175,0.0,0.06364749082007344,0.0073439412484700125,0.008567931456548347,0.004895960832313341,0.030599755201958383,0.05385556915544676,0.022031823745410038,0.0,0.0012239902080783353,0.01346389228886169,0.07221542227662178,0.0,0.05752753977968176
8,830,0.05542168674698795,0.030120481927710843,0.0746987951807229,0.010843373493975903,0.04216867469879518,0.20120481927710843,0.04819277108433735,0.21686746987951808,0.06385542168674699,0.012048192771084338,0.13975903614457832,0.008433734939759036,0.06626506024096386,0.014457831325301205,0.02650602409638554,0.0,0.0036144578313253013,0.08795180722891566,0.05421686746987952,0.056626506024096385,0.04819277108433735,0.03614457831325301,0.0012048192771084338,0.007228915662650603,0.03855421686746988,0.08072289156626505,0.02530120481927711,0.0,0.04578313253012048,0.016867469879518072,0.0024096385542168677,0.0012048192771084338,0.021686746987951807,0.0,0.04096385542168675,0.006024096385542169,0.03493975903614458,0.0,0.06385542168674699,0.006024096385542169,0.006024096385542169,0.006024096385542169,0.02650602409638554,0.07590361445783132,0.01566265060240964,0.0,0.0,0.04096385542168675,0.05421686746987952,0.0,0.05421686746987952
9,774,0.05813953488372093,0.03359173126614987,0.07493540051679587,0.016795865633074936,0.059431524547803614,0.19121447028423771,0.06847545219638243,0.20671834625322996,0.04909560723514212,0.00516795865633075,0.13565891472868216,0.006459948320413436,0.060723514211886306,0.015503875968992248,0.03229974160206718,0.0,0.0,0.06976744186046512,0.05813953488372093,0.06330749354005168,0.0710594315245478,0.03229974160206718,0.0,0.00904392764857881,0.037467700258397935,0.060723514211886306,0.037467700258397935,0.0,0.056847545219638244,0.01937984496124031,0.0,0.0,0.012919896640826873,0.0012919896640826874,0.028423772609819122,0.00516795865633075,0.04780361757105943,0.0,0.04909560723514212,0.00904392764857881,0.006459948320413436,0.002583979328165375,0.028423772609819122,0.06976744186046512,0.020671834625323,0.0,0.0,0.021963824289405683,0.0710594315245478,0.003875968992248062,0.05813953488372093
10,1080,0.04351851851851852,0.03425925925925926,0.08796296296296297,0.01574074074074074,0.05925925925925926,0.18888888888888888,0.06759259259259259,0.19722222222222222,0.049074074074074076,0.012962962962962963,0.11574074074074074,0.003703703703703704,0.06944444444444445,0.016666666666666666,0.03148148148148148,0.0,0.001851851851851852,0.075,0.04259259259259259,0.06666666666666667,0.06944444444444445,0.05648148148148148,0.0,0.017592592592592594,0.037037037037037035,0.06111111111111111,0.03888888888888889,0.0,0.05740740740740741,0.019444444444444445,0.002777777777777778,0.001851851851851852,0.008333333333333333,0.0,0.03425925925925926,0.001851851851851852,0.046296296296296294,0.0,0.049074074074074076,0.003703703703703704,0.007407407407407408,0.001851851851851852,0.027777777777777776,0.06481481481481481,0.01574074074074074,0.0,0.0,0.018518518518518517,0.07962962962962963,0.0,0.044444444444444446
11,916,0.05240174672489083,0.048034934497816595,0.08296943231441048,0.026200873362445413,0.0611353711790393,0.20414847161572053,0.048034934497816595,0.17685589519650655,0.056768558951965066,0.009825327510917031,0.13646288209606988,0.0054585152838427945,0.06441048034934498,0.012008733624454149,0.02947598253275109,0.0,0.002183406113537118,0.07860262008733625,0.04912663755458515,0.043668122270742356,0.05131004366812227,0.03384279475982533,0.0,0.012008733624454149,0.03820960698689956,0.06331877729257641,0.03711790393013101,0.0,0.06222707423580786,0.025109170305676855,0.0054585152838427945,0.0,0.009825327510917031,0.002183406113537118,0.03275109170305677,0.0,0.05240174672489083,0.0,0.05349344978165939,0.001091703056768559,0.016375545851528384,0.002183406113537118,0.03165938864628821,0.06986899563318777,0.019650655021834062,0.0,0.001091703056768559,0.026200873362445413,0.0851528384279476,0.0,0.05240174672489083
12,890,0.052808988764044947,0.021348314606741574,0.0853932584269663,0.016853932584269662,0.05393258426966292,0.18876404494382024,0.051685393258426963,0.2202247191011236,0.06179775280898876,0.016853932584269662,0.12247191011235956,0.006741573033707865,0.0651685393258427,0.008988764044943821,0.035955056179775284,0.0,0.0,0.08314606741573034,0.05056179775280899,0.0550561797752809,0.056179775280898875,0.03932584269662921,0.0,0.012359550561797753,0.03707865168539326,0.06179775280898876,0.046067415730337076,0.0,0.0550561797752809,0.017977528089887642,0.0033707865168539327,0.0056179775280898875,0.014606741573033709,0.0,0.02696629213483146,0.0033707865168539327,0.052808988764044947,0.0,0.05730337078651685,0.0022471910112359553,0.007865168539325843,0.0022471910112359553,0.015730337078651686,0.06853932584269663,0.021348314606741574,0.0,0.0,0.02247191011235955,0.08426966292134831,0.0,0.051685393258426963
13,976,0.0471311475409836,0.042008196721311473,0.07172131147540983,0.015368852459016393,0.0584016393442623,0.2069672131147541,0.04815573770491803,0.1875,0.06864754098360656,0.007172131147540984,0.125,0.006147540983606557,0.06967213114754098,0.010245901639344262,0.030737704918032786,0.0,0.0010245901639344263,0.07684426229508197,0.04815573770491803,0.042008196721311473,0.05430327868852459,0.04815573770491803,0.0,0.01639344262295082,0.03381147540983607,0.06454918032786885,0.04815573770491803,0.0,0.055327868852459015,0.028688524590163935,0.0020491803278688526,0.0020491803278688526,0.017418032786885244,0.0010245901639344263,0.03790983606557377,0.004098360655737705,0.04918032786885246,0.0,0.06352459016393443,0.0030737704918032786,0.005122950819672131,0.0030737704918032786,0.03381147540983607,0.05635245901639344,0.0194672131147541,0.0010245901639344263,0.0,0.022540983606557378,0.07172131147540983,0.0010245901639344263,0.0471311475409836
