,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
csubj,0.5159414908834339,-0.32288529197755694,0.6709748045463546,-0.2396743013934143,-0.943563037218983,0.13326950250077146,-0.34227220113167467,0.9330048759895421,0.5806810998885643,-0.20167655213764143,-0.6371977317737733,-0.8897729561781771,-0.6694028446734945,0.5684938119980932,-0.46589312547570194,-0.9068950642349067,-0.9940211312227375,-0.14479092157207846,-0.24914941949093422,-0.5871091549326023,0.9337684312387394,0.973320239385676,-0.6962444509294334,0.9702616521206299,1.0,-0.72186287626178,0.048669625295528436,0.34139523893515006,-0.28973072046033493,0.055333036984050336,0.9444609386739292,-0.5576354974039146,-0.27943124265087077,0.5584275107567066,0.03348918809656894,-0.12974116728894397,-0.07063775730078338,-0.5357400100882165,-0.40579313099554537,-0.38459697364358914,0.9823676039624906,-0.2576660144050274,0.25738800856516925,-0.15249126529940435,-0.958764641485944,0.1687051361661065,-0.45308478654486234,-0.01718089850719991,-0.5883710917841177,-0.4598037206956752
xcomp,0.21491592848933375,-0.3257299366799545,-0.8573921287880012,-0.3400322537657838,0.8485664259550142,0.4956483790293882,0.38137027506336946,-0.5889554423225782,0.02911459691904282,0.7707524754453005,0.9641472076001089,0.34303313245658007,-0.019791074582873387,-0.7814068077158527,0.6375678115533334,0.4998418545476415,0.728973526859502,-0.5680871104101926,-0.41868394274422316,-0.028321402659686225,-0.7273983030130857,-0.5443550943004685,0.02755862470809966,-0.586528237705762,-0.72186287626178,1.0,-0.030544464707678246,0.02570361068678728,0.5809610040759601,0.49070946948206745,-0.7308538453642371,-0.07625100818337635,-0.3469665451627104,0.027048448033327285,-0.5543928967129945,-0.3643247156017124,0.47228214231865473,0.5736543440399945,0.9079072024984881,0.24139478366383016,-0.8010245864328206,0.7150327073794044,-0.6879573080779721,0.782301680356503,0.510264877252546,-0.5987111071531921,-0.15053228067073823,-0.6792783289669224,0.9120644165081079,-0.20668828982699566
obl,-0.0851138687558114,0.47200850984844384,0.5376046753267045,-0.6426803001661879,-0.2701991051643587,-0.48805759729110654,0.9028610402835179,0.3843017262179017,-0.4599926434032445,-0.3818346812706714,-0.2772837271780177,0.09960960634777076,0.11599115414852562,-0.5991223573506502,-0.7892095987757755,0.3110152672822878,0.05953275783984421,0.17175730842612624,0.4173755808048946,0.44448333619418634,-0.30412045598915366,0.06776535537166418,-0.24808237385396495,-0.12900816199002635,0.048669625295528436,-0.030544464707678246,1.0,0.8718918167570395,0.7805842504490362,-0.6309493716204639,0.36598778570744916,-0.4898474007487048,0.5220749154890049,-0.5173965896102481,-0.6444383630001836,0.7267872061363774,-0.7886430160827972,-0.8233333968851363,-0.22720521764583912,0.9014209300281862,0.178388533735033,0.5827552943210466,0.6450838134301636,-0.1829277420553891,0.059785189530470746,-0.7001965235285679,0.5369875213619834,-0.03448690004482044,0.3729234944115363,0.3995525355795982
nmod,0.4108838352198674,-0.006327879120971189,0.4517364971678922,-0.9085096790317622,-0.4200448892455626,-0.04573025270905352,0.7443063556849248,0.6555368104472875,0.03198488097051607,-0.0366928909196615,-0.14566050153942345,-0.3492159667932138,-0.38325954145798774,-0.5494581693430757,-0.6455117457997619,-0.09275350858611221,-0.2407192461464183,-0.2733038115073293,-0.05316818928821734,-0.049322826334586393,-0.009878267139016678,0.43834780975683363,-0.6868244345810797,0.24438620794105623,0.34139523893515006,0.02570361068678728,0.8718918167570395,1.0,0.7885697845947364,-0.22550430091755003,0.568477204374102,-0.8540160480715151,0.05516692632040077,-0.0339056518911882,-0.837737653327145,0.3258137494442807,-0.459304594023922,-0.7596521810284633,0.028573686108758947,0.6348800091456919,0.39551971397041635,0.7171442038446771,0.3472962896284188,0.17441797357659047,-0.3381707075641613,-0.8150133859012557,0.05566204637418757,-0.4220130174403201,0.4153002610941614,-0.09798955838021048
advcl:cmpr,0.21464679727354535,0.0507345754498291,-0.08074294866624242,-0.8253921033123001,0.22424595324984292,0.024195690123180996,0.9316228272534306,0.06343095055229292,-0.21081349766395704,0.24402108446597023,0.37691204989039706,0.14106707374158708,-0.07493080677891811,-0.9470178063878699,-0.24130811559883159,0.42538963496395815,0.3823605746766219,-0.3333333333333332,-0.04734177213674698,0.1976671024176199,-0.5887711063725903,-0.1441700216983649,-0.3333360699702547,-0.33333333333333326,-0.28973072046033493,0.5809610040759601,0.7805842504490362,0.7885697845947364,1.0,-0.1105816858862155,-0.0575842287416478,-0.5734588663807328,0.08396054258714994,-0.2629684641280915,-0.9296763634651355,0.2668833537836845,-0.27835264169392965,-0.33333333333333326,0.4258315880027594,0.8132795935200107,-0.25171221583306247,0.9534517733525201,0.041021231310291936,0.42178670914213817,0.22241320546326618,-0.9773224292170041,0.20744661379289947,-0.5534541902271704,0.8635753666596,0.05376174789310802
cc,0.7535336405309176,-0.9527476690132577,-0.7018061476117143,-0.18085778984965084,0.2779471936305529,0.983436786259394,-0.4580517784800348,-0.07115875172435815,0.8442121684498114,0.9235771184813305,0.684160735072719,-0.47416451839469986,-0.6926006740337719,0.019380724772310242,0.8006612718886071,-0.4500622581887717,-0.11136365595769493,-0.8718905952356922,-0.9556523126921336,-0.8391241767215217,0.2160498503695784,0.21711434099385027,-0.430649120669558,0.29339033894640903,0.055333036984050336,0.49070946948206745,-0.6309493716204639,-0.22550430091755003,-0.1105816858862155,1.0,-0.2073266431981983,-0.26804642224529707,-0.9697572871881065,0.8588413866306231,-0.17523970226243765,-0.9868290658469314,0.968224512787999,0.6890819421754986,0.795564551155699,-0.6507874354690092,-0.1316280205162892,0.19402304689849434,-0.9502542008222956,0.8529032774678179,-0.32379777621943484,-0.06847086054207843,-0.9151303017364145,-0.7500526954617641,0.253316181872873,-0.8956868322525731
nsubj:pass,0.38987090081639836,-0.08927262593320259,0.8353126650103526,-0.37492759561562133,-0.9808870751138762,-0.09549136554179445,-0.04202894687405546,0.9811364444780496,0.34424740250433455,-0.3759890885971504,-0.7341508029354913,-0.762850611173567,-0.5313938884380175,0.3747213550474216,-0.718082093538195,-0.7260852504979918,-0.9053520534766207,-0.008301751583966632,-0.03414286992953401,-0.3547944559598682,0.7752351654586599,0.90910938485148,-0.6762427563867769,0.8477368259435116,0.9444609386739292,-0.7308538453642371,0.36598778570744916,0.568477204374102,-0.0575842287416478,-0.2073266431981983,1.0,-0.624774135078806,-0.03389626237306877,0.30704965864155864,-0.11995833794065153,0.1613323428266631,-0.3634484588366286,-0.7818508456178973,-0.5148247413051981,-0.06380207922163629,0.9794582496987526,-0.10795430779394852,0.4993227361358472,-0.2713696983644827,-0.8521225022811292,-0.01790509619340667,-0.19790269050405337,0.04597983621049729,-0.4781321787019663,-0.2418565485631864
discourse,-0.8217045021631878,0.5122784699292809,-0.23474564724545777,0.9340824173505535,0.46249592944349277,-0.43629751365066954,-0.365076505617124,-0.7600575947305999,-0.5457841029928016,-0.3389500511534991,-0.03340732722950105,0.7284037318740988,0.8057169451461831,0.34012944047363874,0.31196126944036806,0.4967102849766534,0.49337221753706606,0.6680977791244661,0.5374392781516665,0.5601762954473869,-0.3070747959353416,-0.7096340858190642,0.9594344724693431,-0.573458866380733,-0.5576354974039146,-0.07625100818337635,-0.4898474007487048,-0.8540160480715151,-0.5734588663807328,-0.26804642224529707,-0.624774135078806,1.0,0.4559422519744292,-0.48946494298389676,0.8057634031702064,0.19153119429823892,-0.019347854928876494,0.4788199536369998,-0.2905578072828212,-0.1720265378756827,-0.5163064421278779,-0.6562587007164827,0.06579961669574726,-0.5034566753269945,0.6667409433784572,0.7059494426484082,0.47129941041914397,0.7134885476417782,-0.3413789607734848,0.5987316157035898
csubj:pass,-0.8799048003073352,0.9978009178109066,0.5156310678556645,0.31525574525420963,-0.05065519860418515,-0.9865414351037574,0.43968400936164515,-0.1742508522922242,-0.9429289428664468,-0.8648549880914016,-0.5357260916943178,0.6705333584446255,0.8465077074629231,-0.07171758248423778,-0.6321665928202452,0.6241609586193274,0.32312395271338284,0.9114932107010194,0.9913469551381257,0.9409123768184822,-0.3890794346392214,-0.4430404331330674,0.6251073247723569,-0.49772687664408466,-0.27943124265087077,-0.3469665451627104,0.5220749154890049,0.05516692632040077,0.08396054258714994,-0.9697572871881065,-0.03389626237306877,0.4559422519744292,1.0,-0.9463846000528748,0.2505281243298095,0.960843973737276,-0.8908806628321494,-0.4977268766440847,-0.7068587548227111,0.6481019470597148,-0.09794723803348858,-0.2140530509795559,0.8489919993590188,-0.826194780040726,0.5348929246236117,0.11761318905122588,0.9793894875880305,0.7825854099192215,-0.17871345356433868,0.977131458386378
acl,0.8793944108670484,-0.9534292854037213,-0.2400701647135566,-0.2502831185329098,-0.2522758709626951,0.8811461024614844,-0.5755593941082213,0.41100086031854166,0.9978291480098502,0.6568140213911973,0.23513146421001654,-0.8458506662045238,-0.9099786867882873,0.3269988462022975,0.433618321957456,-0.8416445177315187,-0.6041190584807321,-0.7868754470105763,-0.9161215349995235,-0.9965359434124407,0.6655161332656173,0.6752830250599264,-0.7001642048555126,0.7416266304403253,0.5584275107567066,0.027048448033327285,-0.5173965896102481,-0.0339056518911882,-0.2629684641280915,0.8588413866306231,0.30704965864155864,-0.48946494298389676,-0.9463846000528748,1.0,-0.1049778036691059,-0.8894412426047074,0.773055444769055,0.3082172806983425,0.44311004255136993,-0.7536012224635416,0.3937417193760873,0.006646627248490529,-0.6578691489514975,0.6187053324785534,-0.7582272942458081,0.052963134823240936,-0.9919901808263808,-0.61599220823843,-0.10913571001411605,-0.9754463377301775
amod,-0.5585583937540456,0.2910377977495065,0.10872776799947864,0.9622718208114095,-0.07184311414174561,-0.32938349503677383,-0.7501457785111512,-0.27958889911194196,-0.16038168738944128,-0.4560105712471674,-0.41818508883018396,0.20785154383273957,0.4359168589501057,0.8302711684989749,0.14525094834352414,-0.08812758420710556,-0.11520652199903204,0.6207820563634161,0.37465484658627335,0.17416613863571284,0.3146130662860804,-0.15473545251879037,0.6373116171285426,0.020363253389697328,0.03348918809656894,-0.5543928967129945,-0.6444383630001836,-0.837737653327145,-0.9296763634651355,-0.17523970226243765,-0.11995833794065153,0.8057634031702064,0.2505281243298095,-0.1049778036691059,1.0,0.02883138614458887,0.03832971248098372,0.2885310537120222,-0.557366547896556,-0.5642149916186779,0.05016591679272088,-0.9735794477719367,0.15503908745962064,-0.6324359868829992,0.09968619940827236,0.9859137447940973,0.1514429543207378,0.7825663416900808,-0.8142696300286524,0.30648109153235337
nummod,-0.7142658858882185,0.9407926540801999,0.6456182449376524,0.05885508579196558,-0.20469251604838354,-0.9530655044266931,0.594805057546962,0.04803578422532489,-0.8681580519262577,-0.8511286136730499,-0.5851016812558173,0.5093924874131658,0.6812671468007996,-0.17968469437732512,-0.7964552487113744,0.5293585388149591,0.1977334134889841,0.7989402217075002,0.9264560781817199,0.8614637753758643,-0.32818182108027755,-0.2636550427241073,0.38961651564895494,-0.3658621186227984,-0.12974116728894397,-0.3643247156017124,0.7267872061363774,0.3258137494442807,0.2668833537836845,-0.9868290658469314,0.1613323428266631,0.19153119429823892,0.960843973737276,-0.8894412426047074,0.02883138614458887,1.0,-0.9771764483062881,-0.6999614568683863,-0.6931725197972115,0.7650365184083144,0.05760268374053096,-0.03613943125598302,0.9180035501693881,-0.7575638312346412,0.37825681083468676,-0.08613454392424212,0.9321698998393116,0.6436973504294433,-0.09629265818751975,0.8904529799008883
conj,0.5718960087160758,-0.8588633812391113,-0.7778702300411969,0.06095418606065979,0.39265317789156123,0.906970220680354,-0.5841443819227984,-0.25900596723237873,0.7430114322686859,0.8632572956776898,0.6871850243461699,-0.31573766420729477,-0.5165558621913826,0.12652625930965936,0.9066470359560952,-0.3542773091893023,-0.005020347338561014,-0.7280102399944158,-0.8532579007468926,-0.7339479631134831,0.1632689956961098,0.055519714023844945,-0.20283654065727352,0.17191787067792139,-0.07063775730078338,0.47228214231865473,-0.7886430160827972,-0.459304594023922,-0.27835264169392965,0.968224512787999,-0.3634484588366286,-0.019347854928876494,-0.8908806628321494,0.773055444769055,0.03832971248098372,-0.9771764483062881,1.0,0.8344450110104241,0.7384403023269785,-0.7329479250032945,-0.2542285716575652,0.016622773064493883,-0.9641740864527379,0.7460609396679128,-0.17782338687121202,0.12537929203466538,-0.8340321392732839,-0.5858644174001968,0.15626603950149065,-0.7792128785324971
appos,0.04563357107390335,-0.4400705282733843,-0.9123860149690064,0.4296535634572526,0.7517850817931256,0.5602684684241672,-0.49970243390652813,-0.7376474290409564,0.2583985803058609,0.6548327173517406,0.7392847450764896,0.24311475825133455,0.03943561491826587,0.049819743544635385,0.98347304414892,0.13977596715148655,0.4506493113506607,-0.3333333333333333,-0.44874980117022994,-0.2443137435287981,-0.24149087545439407,-0.4748020463285985,0.3555189051069863,-0.3333333333333333,-0.5357400100882165,0.5736543440399945,-0.8233333968851363,-0.7596521810284633,-0.33333333333333326,0.6890819421754986,-0.7818508456178973,0.4788199536369998,-0.4977268766440847,0.3082172806983425,0.2885310537120222,-0.6999614568683863,0.8344450110104241,1.0,0.6283182469865506,-0.5453908070019932,-0.6674540121617688,-0.12823435515492718,-0.8444095699922476,0.4898053216547633,0.35602008704903654,0.2872310423516107,-0.39511950820396236,-0.23911763828450952,0.18752451155973734,-0.3059781087153214
case,0.5696417024854468,-0.6920007770122591,-0.860057648682446,-0.4276492857048559,0.6462152522685352,0.8129014274880076,0.11496766359571578,-0.34234357862768594,0.4453530978795316,0.965470345406695,0.9596938101415134,-0.054398782238153816,-0.4070852459060785,-0.57385126884325,0.7404553625608409,0.09294396168403779,0.3949850929063629,-0.8445658899585463,-0.7605659805496976,-0.4444425159844279,-0.37276838953248265,-0.19579467180465457,-0.2826317174527993,-0.20958394503076344,-0.40579313099554537,0.9079072024984881,-0.22720521764583912,0.028573686108758947,0.4258315880027594,0.795564551155699,-0.5148247413051981,-0.2905578072828212,-0.7068587548227111,0.44311004255136993,-0.557366547896556,-0.6931725197972115,0.7384403023269785,0.6283182469865506,1.0,-0.08731682921967111,-0.5447490473487218,0.657670078714019,-0.8855846694990807,0.9640037651807587,0.13242955289273545,-0.5303656559923494,-0.5499673473909444,-0.8754454712884705,0.7796783427795337,-0.5963823467367233
xcomp:pred,-0.34976287885710655,0.6214248109952738,0.2393870213730829,-0.44671880823170323,0.14180110110277433,-0.5575843929536296,0.9687415518999875,-0.05327392136344782,-0.711723800878987,-0.3185254071923549,-0.024773349979557286,0.49935865446381644,0.4370393890969872,-0.7656387487715025,-0.553564386791352,0.6895743051763301,0.4809032336973679,0.2775020204839753,0.5427010621470733,0.7004990973545993,-0.6771666255294085,-0.36888902443916277,0.11026920788317657,-0.545390807001993,-0.38459697364358914,0.24139478366383016,0.9014209300281862,0.6348800091456919,0.8132795935200107,-0.6507874354690092,-0.06380207922163629,-0.1720265378756827,0.6481019470597148,-0.7536012224635416,-0.5642149916186779,0.7650365184083144,-0.7329479250032945,-0.5453908070019932,-0.08731682921967111,1.0,-0.24956640281744585,0.603684467819745,0.527106642544615,-0.16009260944460255,0.4823224197907924,-0.6782422703425395,0.7304412382946702,0.03400042616819522,0.555632260440976,0.611668714632534
aux:pass,0.378881193875579,-0.1449972281486637,0.7977304205521322,-0.21951434669681982,-0.9888188180006404,-0.04855546121748167,-0.24100436042188264,0.9448827569945939,0.41952307489439433,-0.36788490985311423,-0.755788747743045,-0.7974540906893316,-0.5408737962812997,0.5475332104179476,-0.6168716197067219,-0.8142043995909839,-0.9644809512118305,0.011227140445274038,-0.07256107843244328,-0.42709732447223075,0.8815424152320684,0.9282825533010541,-0.6204485749079104,0.907939087549557,0.9823676039624906,-0.8010245864328206,0.178388533735033,0.39551971397041635,-0.25171221583306247,-0.1316280205162892,0.9794582496987526,-0.5163064421278779,-0.09794723803348858,0.3937417193760873,0.05016591679272088,0.05760268374053096,-0.2542285716575652,-0.6674540121617688,-0.5447490473487218,-0.24956640281744585,1.0,-0.2768516428300883,0.4331888605020038,-0.30275905602607245,-0.8927142467240724,0.16449098732083656,-0.2791880174119359,0.11227465350528557,-0.6192031588907304,-0.2920735802304552
advmod:neg,0.44733779240011146,-0.24236124277566287,-0.28409724778167456,-0.8754144171349215,0.29444740154395393,0.3234958052539783,0.7798197053384442,0.053018649441345586,0.05415992116326933,0.5189092893964337,0.5725594586122793,-0.015062452884772627,-0.29241258615388943,-0.925083487751216,-0.002402868971867358,0.27366847876555217,0.3325293684826029,-0.5960850096581836,-0.33946668246084416,-0.06572245248576723,-0.5060490017330038,-0.0648125815077235,-0.46938666433534,-0.22913240853940942,-0.2576660144050274,0.7150327073794044,0.5827552943210466,0.7171442038446771,0.9534517733525201,0.19402304689849434,-0.10795430779394852,-0.6562587007164827,-0.2140530509795559,0.006646627248490529,-0.9735794477719367,-0.03613943125598302,0.016622773064493883,-0.12823435515492718,0.657670078714019,0.603684467819745,-0.2768516428300883,1.0,-0.24392862530959378,0.674215653078277,0.11019144897883835,-0.9867393113864943,-0.07736888764148746,-0.7756280710515732,0.9247675078766443,-0.223802984897938
cop,-0.5570843351594311,0.8178557782129116,0.8887468326993703,0.0762347299288992,-0.562749248393019,-0.90586613803443,0.35775579128683815,0.36749882293260183,-0.6352785400464938,-0.9489352021631852,-0.8530869191798255,0.17791017277711493,0.45312802144046543,0.13717275947096216,-0.9273841853118675,0.1567605711393706,-0.1989546364914134,0.7863411884738136,0.8415343313230572,0.6279721221402952,0.07326065990005307,0.0966529695196299,0.18494128229663012,0.0170471502081419,0.25738800856516925,-0.6879573080779721,0.6450838134301636,0.3472962896284188,0.041021231310291936,-0.9502542008222956,0.4993227361358472,0.06579961669574726,0.8489919993590188,-0.6578691489514975,0.15503908745962064,0.9180035501693881,-0.9641740864527379,-0.8444095699922476,-0.8855846694990807,0.527106642544615,0.4331888605020038,-0.24392862530959378,1.0,-0.8603475154921278,0.013006141174446983,0.09381124767295836,0.7442580540929662,0.7035638520598985,-0.4088574448314525,0.7192696828037745
obj,0.7668894256991098,-0.8250610727521613,-0.7186805868151888,-0.569390126107866,0.42011314604584704,0.9016564652429225,0.07322480382338149,-0.08526427260753561,0.6305196686295325,0.9772121214698444,0.850649960779211,-0.3109612791128428,-0.6319416195974461,-0.4938170357554147,0.6342334611653097,-0.14405283071967426,0.1479567506693238,-0.9558060337465049,-0.881517968790174,-0.6321743242459117,-0.15360657417335194,0.0702585489933403,-0.5223706850005982,0.04421400294960332,-0.15249126529940435,0.782301680356503,-0.1829277420553891,0.17441797357659047,0.42178670914213817,0.8529032774678179,-0.2713696983644827,-0.5034566753269945,-0.826194780040726,0.6187053324785534,-0.6324359868829992,-0.7575638312346412,0.7460609396679128,0.4898053216547633,0.9640037651807587,-0.16009260944460255,-0.30275905602607245,0.674215653078277,-0.8603475154921278,1.0,-0.1287558418974165,-0.5667933990833067,-0.7040800558452712,-0.9633233371398139,0.7013866889853064,-0.7637862589294918
ccomp,-0.7302348330115543,0.5752118231683809,-0.44652268105640286,0.3566797902160354,0.8165837157323903,-0.4067341070229218,0.37675321361525976,-0.8899665259943553,-0.7803575772037087,-0.08499668268840986,0.3922664656781166,0.9825150384769963,0.8494148393312672,-0.47177102637532187,0.24885715111533746,0.9669550321032704,0.9603852227123955,0.41428277095866517,0.5133268066925891,0.7863370882605909,-0.9128658267882737,-0.9912207463656604,0.8251569298919592,-0.9927160634709679,-0.958764641485944,0.510264877252546,0.059785189530470746,-0.3381707075641613,0.22241320546326618,-0.32379777621943484,-0.8521225022811292,0.6667409433784572,0.5348929246236117,-0.7582272942458081,0.09968619940827236,0.37825681083468676,-0.17782338687121202,0.35602008704903654,0.13242955289273545,0.4823224197907924,-0.8927142467240724,0.11019144897883835,0.013006141174446983,-0.1287558418974165,1.0,-0.05700278382929566,0.676858449170444,0.2761555546244597,0.4221214800345365,0.6916566487939387
fixed,-0.4161405450348215,0.15413477639331252,0.12590800479749548,0.9122224913193995,-0.1665654922646903,-0.21399330845289055,-0.8393332790883855,-0.1653239991650825,-0.0009517102554707611,-0.38990214073270546,-0.43242426505770537,0.045056553592490715,0.2797689666579624,0.9051204072546493,0.16425064283378377,-0.25044901584029394,-0.2551342828064319,0.5146916039042043,0.24694573248944013,0.014394008572732351,0.4569287112039308,-0.006707923010436287,0.5035187771109004,0.175399782961189,0.1687051361661065,-0.5987111071531921,-0.7001965235285679,-0.8150133859012557,-0.9773224292170041,-0.06847086054207843,-0.01790509619340667,0.7059494426484082,0.11761318905122588,0.052963134823240936,0.9859137447940973,-0.08613454392424212,0.12537929203466538,0.2872310423516107,-0.5303656559923494,-0.6782422703425395,0.16449098732083656,-0.9867393113864943,0.09381124767295836,-0.5667933990833067,-0.05700278382929566,1.0,0.0015273639803315107,0.7049818806668993,-0.8646046504358695,0.15746998909161494
acl:relcl,-0.884959142212338,0.9821445578844993,0.35531027035689705,0.2664938820027177,0.13291363499158856,-0.9332158492740246,0.5399319328500862,-0.31603478625469,-0.9884313818911262,-0.7456409233526029,-0.3559541678951219,0.7839442013073207,0.8915834203798328,-0.23967821420324947,-0.5240453684826063,0.7667786118749037,0.49988638533504215,0.841020913166762,0.9556746657405978,0.9866154023796085,-0.5670860214256345,-0.5881444894675136,0.670741291409039,-0.6533480187556991,-0.45308478654486234,-0.15053228067073823,0.5369875213619834,0.05566204637418757,0.20744661379289947,-0.9151303017364145,-0.19790269050405337,0.47129941041914397,0.9793894875880305,-0.9919901808263808,0.1514429543207378,0.9321698998393116,-0.8340321392732839,-0.39511950820396236,-0.5499673473909444,0.7304412382946702,-0.2791880174119359,-0.07736888764148746,0.7442580540929662,-0.7040800558452712,0.676858449170444,0.0015273639803315107,1.0,0.6822955119883501,0.004814785915915886,0.9867499407847121
advmod,-0.8540244682364284,0.7992605912253922,0.5134670809668482,0.7620522608562235,-0.21950294741144,-0.843530788771375,-0.2129542416720952,-0.14729564434273246,-0.6440803996129603,-0.8892081297692873,-0.7104185476373268,0.44355123838822264,0.7338247319358455,0.5429860962395802,-0.40624838729255786,0.22951043195505502,-0.0023451464579363167,0.9688937626300065,0.8569368211872153,0.6501575757679829,0.07045798564609664,-0.24578751968700668,0.7037186552566324,-0.17632193411832647,-0.01718089850719991,-0.6792783289669224,-0.03448690004482044,-0.4220130174403201,-0.5534541902271704,-0.7500526954617641,0.04597983621049729,0.7134885476417782,0.7825854099192215,-0.61599220823843,0.7825663416900808,0.6436973504294433,-0.5858644174001968,-0.23911763828450952,-0.8754454712884705,0.03400042616819522,0.11227465350528557,-0.7756280710515732,0.7035638520598985,-0.9633233371398139,0.2761555546244597,0.7049818806668993,0.6822955119883501,1.0,-0.7044944248452703,0.7742185709550035
orphan,0.24803357364046116,-0.18249477567714065,-0.5720709222578843,-0.6301485593646042,0.6356883469475976,0.324842981842211,0.7033618546604923,-0.3284129975024177,-0.08144170402303294,0.6044402578341648,0.788057347526857,0.27698907347621543,-0.05697581282523751,-0.9600009102051826,0.27456171812911995,0.5179426333002878,0.6393699452607706,-0.5255499391096686,-0.28931675373943844,0.07527786422146338,-0.7425583623931884,-0.4041295753777339,-0.1571505916197028,-0.5255499391096687,-0.5883710917841177,0.9120644165081079,0.3729234944115363,0.4153002610941614,0.8635753666596,0.253316181872873,-0.4781321787019663,-0.3413789607734848,-0.17871345356433868,-0.10913571001411605,-0.8142696300286524,-0.09629265818751975,0.15626603950149065,0.18752451155973734,0.7796783427795337,0.555632260440976,-0.6192031588907304,0.9247675078766443,-0.4088574448314525,0.7013866889853064,0.4221214800345365,-0.8646046504358695,0.004814785915915886,-0.7044944248452703,1.0,-0.10762752548125326
punct,-0.947390811803332,0.988018114861302,0.32872835703855957,0.41914216271706073,0.14883628723233489,-0.941047663315959,0.3994608207221558,-0.3793413064254067,-0.9820305092081446,-0.7721908319149475,-0.3815330305920315,0.8080929378535858,0.9391644965585264,-0.11094203872111057,-0.45399238198035063,0.7437855649902348,0.49035649132586506,0.9023213787176692,0.9740291278997267,0.9828224115138858,-0.5187950279635466,-0.6174261058987085,0.7646219961935832,-0.6501050178954557,-0.4598037206956752,-0.20668828982699566,0.3995525355795982,-0.09798955838021048,0.05376174789310802,-0.8956868322525731,-0.2418565485631864,0.5987316157035898,0.977131458386378,-0.9754463377301775,0.30648109153235337,0.8904529799008883,-0.7792128785324971,-0.3059781087153214,-0.5963823467367233,0.611668714632534,-0.2920735802304552,-0.223802984897938,0.7192696828037745,-0.7637862589294918,0.6916566487939387,0.15746998909161494,0.9867499407847121,0.7742185709550035,-0.10762752548125326,1.0
