,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,acl:relcl,advmod,orphan,punct
len,1.0,-0.9453135361207647,0.440838167059679,-0.7079791413287966,-0.07271608743948946,-0.4839628520948715,0.4034182614371258,0.20028285743292987,0.20811588662489525,-0.369293796867092,-0.4810049990529319,0.21168968687255357,0.18201571053468935,0.31508832460613234,0.611991496177324,-0.46545406332500205,-0.22189640613837125,-0.2054699783972017,-0.9523513487278605,0.7030320207818554,0.1407004229264723,0.7423105041096983,-0.8513708919444042,-0.10613251377837432,-0.23682559647579385,0.08648434225717289,0.57824521094211,0.41724340497244955,-0.5761062169327432,0.2859864826868002,-0.5244843034439556,-0.09874819134332055,0.6286885554283711,0.6136479730057485,0.366947914882121,-0.17366428747232318,0.6827993001637427,-0.3943010102521576,0.0009624637044559722,-0.3657201752044667,0.271193203687004,0.7079280873371684,0.348067460883699,0.03374121100389058,0.550938716129709,-0.7187911270786214,0.509594949247588,-0.8649322536351421
PUNCT,-0.9453135361207647,1.0,-0.4689881371678339,0.8327692167177647,0.3075234935613673,0.48710128589996216,-0.47164755990153734,-0.4295191892405355,-0.1423342491821062,0.14977807842286672,0.4937387572596881,-0.29548202388675365,-0.3983501229438285,-0.1669523878105609,-0.491293224585518,0.46406239755218465,0.41172698230266375,0.26963376720998206,0.9773478170705401,-0.5610395360011637,-0.29367556800301686,-0.5076831452297186,0.9054154794696274,0.2725870096987419,0.2823883001711659,-0.12956105335883503,-0.7330045392075423,-0.4237140967409352,0.5625885242158561,-0.5395340109571193,0.6160446323811991,-0.08740047507931395,-0.696375321609984,-0.6787867276140825,-0.5474817454986878,0.021322289531544487,-0.7062007356983633,0.23763765933656492,-0.11496493894130762,0.11529389613339643,-0.25986990838166657,-0.603267674790208,-0.20360102446159567,0.01782940643879133,-0.6866219354571464,0.8642333013230856,-0.6082072200036308,0.9717135047901151
AUX,0.440838167059679,-0.4689881371678339,1.0,-0.2184498897272371,-0.10018491435366854,0.0032997337404208605,-0.2229263324951529,0.31866210600653033,-0.1219289993308929,-0.3930669248715169,0.05736034401850451,0.3227906374104327,-0.24807574713598807,0.7308860187807941,0.4800088179583161,-0.3957838072801561,0.0039450996655383,0.0722014023664824,-0.3790874729304008,0.5227077543123732,0.5951115350389129,0.021334303650243098,-0.5773315439812229,0.2840015328750962,-0.248777286772059,-0.5002206520749646,0.1864545851827223,0.4593914795773646,-0.1158068264397205,0.20368773946238172,0.007756777454000744,0.37475966141008793,-0.06496598179886974,0.36467454332864363,0.26977138185743044,0.2109635594508329,0.39211662398227254,-0.6306228216067662,-0.4294546053572274,0.24016755347170313,0.19378895670856286,0.7329890269323651,-0.1577050170366936,0.11326650956565967,0.12229210162825153,-0.3431613101751464,0.17583293781588125,-0.3572016348253443
ADV,-0.7079791413287966,0.8327692167177647,-0.2184498897272371,1.0,0.4437508068063431,0.6947008512356108,-0.7351960923958625,-0.3697296963608633,-0.06305741573640919,-0.21510019606965275,0.8014679849102007,-0.3042929568586706,-0.7469599855728947,0.264366590948523,-0.08507644444170716,0.668970237256558,0.6587394562214748,0.09089348083186313,0.7931013443451939,-0.19944918657418623,-0.0991123313592681,-0.2722885627879544,0.7915551395566303,0.36293226105711823,0.3627456674812961,-0.5539891610185252,-0.9448332682090309,-0.1469745274188959,0.738017686089956,-0.6525718409353112,0.7676086825637425,-0.05617696357523131,-0.8323337522923221,-0.593177754415322,-0.7589891226949348,0.27739013730983,-0.3259689501910178,-0.14504265302137523,-0.1144850860170836,0.08031791988688264,-0.48980734342084054,-0.4345261816270706,-0.1746861035638776,-0.02489729526067641,-0.8625480192885914,0.9510856290924895,-0.2416457712129974,0.8174998776630684
PART,-0.07271608743948946,0.3075234935613673,-0.10018491435366854,0.4437508068063431,1.0,0.5327066471591624,-0.38265790442672404,-0.5183621059651625,-0.32398973065267284,-0.5472185934823401,0.1268234430119336,0.0786412819685047,-0.7029133190242276,0.12593632422423318,0.5052115913567218,0.1483421965169313,0.17807212139418852,0.3579951263796055,0.29320283413867865,-0.14017139801180203,-0.49860585057605583,0.46840856662321406,0.36033998529408884,0.7256432830311176,0.044127767381784005,-0.10190471628743562,-0.5965011370135802,0.3997183635839647,0.4378371539326449,-0.3653875477714921,0.31768806244152076,-0.038513162189556985,-0.3257408531611629,-0.7088983355957681,-0.8237611262847909,-0.3872075152991882,0.14705448311368227,-0.1656435621763994,0.010163636839926505,-0.182239698903938,-0.07790521374683847,0.181546793496465,-0.011985372475171466,-0.24670417943309816,-0.27049448474785737,0.46660221461331913,-0.2114125812644901,0.42193589556002375
CCONJ,-0.4839628520948715,0.48710128589996216,0.0032997337404208605,0.6947008512356108,0.5327066471591624,1.0,-0.6210197734277941,-0.03611263751232866,-0.5742924477820475,-0.12677203988478833,0.6709224616046595,0.0008789365399349163,-0.5807870748225812,0.08314577146473917,0.3311906599896656,0.5745398726426857,0.16875468481953518,-0.041341635836775574,0.539386801094126,-0.4355187760253903,-0.0013327206669676507,-0.28246445219418054,0.4924891208572933,0.4642056866687635,0.01716915071887834,-0.5164091685283865,-0.7141011041236197,0.5030157874397438,0.9816822883320152,0.002424396717451676,0.6367237644998577,0.4920088263872323,-0.5626716936601921,-0.6722153207642115,-0.7428739972867221,0.4465266527089863,0.22659467563724472,0.06932994091860399,0.36123629088772574,0.5989408522741959,-0.4058148152737056,-0.3353067882720937,-0.4446488768295807,-0.5270158023657728,-0.45029090384713294,0.54225070870605,0.17646657324269927,0.43427948917007864
NOUN,0.4034182614371258,-0.47164755990153734,-0.2229263324951529,-0.7351960923958625,-0.38265790442672404,-0.6210197734277941,1.0,-0.12859040169225278,-0.1559712387272409,0.5174814070285283,-0.8519135649479145,-0.36519880579547387,0.8398526112365468,-0.4408173822786095,-0.0493466062978056,-0.6611542936113888,-0.337160978634663,-0.4183839110452367,-0.4538955589535375,0.05766719127805131,-0.3720987175770081,0.20689750180673733,-0.5916556752743121,-0.2377115429051425,-0.6431693397592867,0.6749181868985843,0.8095103000195167,-0.01441519808810387,-0.565372162159008,0.43886464407604164,-0.3110143197533668,-0.23553243227637527,0.944176962184285,0.5808241514805575,0.6529210698817458,-0.22882010185510354,-0.05409288548195142,0.5305305512749466,0.39063460344189005,-0.2513247840370918,0.7420332847023164,-0.011027112386717348,0.45710908424490004,-0.264527832461043,0.5514957136757324,-0.7476563220990204,0.0023222353833239596,-0.4872917051314933
SCONJ,0.20028285743292987,-0.4295191892405355,0.31866210600653033,-0.3697296963608633,-0.5183621059651625,-0.03611263751232866,-0.12859040169225278,1.0,0.18005405187758525,-0.03736143597344997,0.2275129451685828,0.6292240640046592,0.26951446529176326,-0.04458355984639805,-0.1267326922265297,0.12622378090657482,-0.3534709895837874,-0.15532474948998734,-0.3386368071745092,-0.09540772652084618,0.8512301538295903,-0.24993380449665492,-0.2877828584722072,-0.6672651946047622,0.2313049368605582,0.02908190108666164,0.24818566723261995,0.06695377916389667,-0.07827405042120722,0.4957209794953573,-0.5110972361011875,0.6927051276005327,0.061314907348446614,0.22293014622517948,0.26816023663238997,0.2509217006174232,0.4839928033584945,-0.1693972550593608,0.03665727162147007,0.5755782651450249,-0.389762730082722,-0.01566127335951278,-0.18835259288112638,-0.003434322271780803,0.5747628178233327,-0.385834046464641,0.5416454599179609,-0.5181025119455916
VERB,0.20811588662489525,-0.1423342491821062,-0.1219289993308929,-0.06305741573640919,-0.32398973065267284,-0.5742924477820475,-0.1559712387272409,0.18005405187758525,1.0,-0.2586196332927849,0.11377226349668401,0.2053977897403581,-0.02790840046112143,0.16306277464511662,-0.36702560388188077,0.25556581337496853,0.15832545713839608,0.2099750495657838,-0.2786049422620105,0.4637167923020273,0.26529721973062254,0.23504667197633122,0.07756848524671554,-0.5736897248630323,0.750630433121665,-0.010392868749541623,0.020887025952178947,-0.6471367682460454,-0.5521754625897373,-0.4424635987278099,-0.4967587440528352,-0.5114249536192418,-0.15738656845714286,0.26636391764823875,0.16731424541890083,-0.16775378456766724,-0.10809176425091367,-0.45341520942154595,-0.5100992939977755,-0.5707358193421992,-0.46560151628788754,0.13650852785506207,0.16948234378708424,0.8129375421324359,-0.050153302859883175,0.1377216184774864,0.06616353287987436,-0.14446681980695578
ADP,-0.369293796867092,0.14977807842286672,-0.3930669248715169,-0.21510019606965275,-0.5472185934823401,-0.12677203988478833,0.5174814070285283,-0.03736143597344997,-0.2586196332927849,1.0,-0.3340017250227992,-0.3200695357028839,0.7489576304936726,-0.6871388238131456,-0.47082688389233734,-0.04416805917882626,-0.4518491554408185,-0.1742730758008926,0.14301131760446278,-0.45686486213520655,-0.2709079339601909,-0.6343383710425198,0.0759979337987757,-0.22518105326112067,-0.3037181352774883,0.2664422123140607,0.4582794912796768,-0.18373892001342534,0.011707730293001348,0.5224891791763521,-0.008708488334358987,-0.07726491168973719,0.31773061405544756,0.12122205611054883,0.5296146803433849,0.3410328897516385,-0.3944344749036535,0.8764538550496876,0.49912679534570575,0.3114177659083873,0.26504066089015793,-0.5078610608632632,-0.3127010792628767,-0.13315307497619086,0.032302331706000914,-0.239995296320342,-0.05747378521300767,-0.0067935168701144626
PROPN,-0.4810049990529319,0.4937387572596881,0.05736034401850451,0.8014679849102007,0.1268234430119336,0.6709224616046595,-0.8519135649479145,0.2275129451685828,0.11377226349668401,-0.3340017250227992,1.0,0.029748382567660436,-0.662292619929697,0.39335545782286163,-0.047024681132439614,0.7769157177906142,0.5407459079741948,-0.0777260227173014,0.49485474182600286,-0.08250997814614122,0.4666557993824618,-0.3339237594342954,0.5461577026366653,-0.030018650693030797,0.51587263769347,-0.6692421103450846,-0.8183015026091969,-0.05536556108879387,0.6857059786766059,-0.40485439686631397,0.4967186123306888,0.30765078421060843,-0.8045070661822099,-0.3633518888904568,-0.6054268210676302,0.5121410184297694,0.05919846905368631,-0.3765245443933649,-0.11561350296657844,0.35987112917680253,-0.7631290032465624,-0.3708098072580025,-0.2454838270496774,0.0014154404705096968,-0.5803362711292946,0.7198915476723978,0.19373737129292132,0.4313912803678764
PRON,0.21168968687255357,-0.29548202388675365,0.3227906374104327,-0.3042929568586706,0.0786412819685047,0.0008789365399349163,-0.36519880579547387,0.6292240640046592,0.2053977897403581,-0.3200695357028839,0.029748382567660436,1.0,-0.09172931106280983,-0.074905965441873,0.041035916383907384,0.08297110192170845,-0.5782887949071198,0.5947707611111457,-0.26438218857847023,-0.1520252315958378,0.45199326280353913,0.037770978124563946,-0.028773434332016144,-0.16315817927505782,0.46120093497452397,0.061553817441997415,0.09339534545395663,0.15950310397436032,-0.12984184319736147,0.3064768154898334,-0.6736626543214098,0.4435822506929306,-0.1928145109784748,-0.2889607643748496,-0.022743135827515096,-0.24457025081367062,0.41508332291241046,-0.29285431160036457,-0.25639490392446446,0.2936158299983991,-0.404608690637697,0.42104339980763544,-0.4579635336234071,0.30889083162645226,0.4779613216404282,-0.16228202101541955,0.18848365744909518,-0.2724854296777391
NUM,0.18201571053468935,-0.3983501229438285,-0.24807574713598807,-0.7469599855728947,-0.7029133190242276,-0.5807870748225812,0.8398526112365468,0.26951446529176326,-0.02790840046112143,0.7489576304936726,-0.662292619929697,-0.09172931106280983,1.0,-0.6430175002147902,-0.3746694819127626,-0.4117257257733066,-0.5720634236053574,-0.31744078390335173,-0.37250886011310175,-0.188435318563515,-0.0578305740671193,-0.20608149619377691,-0.4288856143847866,-0.563531159995388,-0.3716056341675757,0.6399073845330049,0.8461854438378216,-0.17985712369443893,-0.4995772749625567,0.644083947109734,-0.497831808197041,-0.009006914583440795,0.771704839901271,0.5120310380628776,0.7883647541553127,-0.007553250784002998,-0.09114982863431799,0.6464997543172288,0.4018101447449475,0.09527790822300888,0.4317065541311181,-0.21117385996024077,0.1116434802374864,-0.11034357806417507,0.6148018618046863,-0.7252941390331323,0.11502073617204554,-0.5029912617556076
ADJ,0.31508832460613234,-0.1669523878105609,0.7308860187807941,0.264366590948523,0.12593632422423318,0.08314577146473917,-0.4408173822786095,-0.04458355984639805,0.16306277464511662,-0.6871388238131456,0.39335545782286163,-0.074905965441873,-0.6430175002147902,1.0,0.4719862708075058,-0.08310945518136116,0.6224289427229243,-0.0754044050775766,-0.1566017847891543,0.758668367235432,0.4264198908699351,0.2637531196919911,-0.2800884545220443,0.3254121783266612,0.00443905407267463,-0.6954643618609073,-0.2899159044898148,0.1988940644072751,0.007471398590754104,-0.43029628175439244,0.3567320437266363,-0.01964021349794891,-0.325614558921951,0.3049673368210626,-0.12559901843277493,0.19799474195337327,0.22156474387054464,-0.8741376340879935,-0.5554788410075078,-0.18881604045368322,-0.03110764662239091,0.5392434855318285,0.1837122849697507,0.20568860099021566,-0.3527760351937591,0.14763995931956844,0.09032456752703227,-0.03594590446530485
advmod:emph,0.611991496177324,-0.491293224585518,0.4800088179583161,-0.08507644444170716,0.5052115913567218,0.3311906599896656,-0.0493466062978056,-0.1267326922265297,-0.36702560388188077,-0.47082688389233734,-0.047024681132439614,0.041035916383907384,-0.3746694819127626,0.4719862708075058,1.0,-0.1242885930982702,-0.009365387285552031,-0.1793681969954958,-0.47237365169189105,0.4444103498504939,-0.08510337308094706,0.5876813336970087,-0.459702972839924,0.5461841368132891,-0.3746523134713484,-0.39933392096981046,-0.014693989191922234,0.891781749985448,0.22332090855711662,0.19826724181153546,0.15518633547301142,0.12036906779027494,0.17798101790090348,0.05664167085536807,-0.25252880846664744,0.14431882063259024,0.7624585734139433,-0.3283949900051072,0.2523807444366557,-0.024387509678071313,0.13592141110623016,0.5512727436971635,0.0073876126536061276,-0.3926498329880983,0.027774718759848802,-0.23549799875011526,0.5012698636792401,-0.4115229293728406
obl:arg,-0.46545406332500205,0.46406239755218465,-0.3957838072801561,0.668970237256558,0.1483421965169313,0.5745398726426857,-0.6611542936113888,0.12622378090657482,0.25556581337496853,-0.04416805917882626,0.7769157177906142,0.08297110192170845,-0.4117257257733066,-0.08310945518136116,-0.1242885930982702,1.0,0.16566383961628167,0.03951239794405013,0.37255473278073925,-0.25287659021707065,0.09740683940720207,-0.2421015805456882,0.713811838259055,-0.17498831768923634,0.7021122217842684,-0.45509925542812113,-0.6688123901483203,-0.10608082125947228,0.6326613672053918,-0.23781910352802127,0.20207176889327613,0.012524164691783309,-0.6486577958675953,-0.5187168790839015,-0.5838375621161341,0.4626619488006581,0.08774746351452183,0.00838093383126862,0.22229706793025877,0.21000239012546526,-0.9152903581980101,-0.5199497847286864,-0.42592963016393204,0.08150451719716023,-0.5323924662461651,0.6928779725494347,0.3436193086250201,0.3226288345218042
flat,-0.22189640613837125,0.41172698230266375,0.0039450996655383,0.6587394562214748,0.17807212139418852,0.16875468481953518,-0.337160978634663,-0.3534709895837874,0.15832545713839608,-0.4518491554408185,0.5407459079741948,-0.5782887949071198,-0.5720634236053574,0.6224289427229243,-0.009365387285552031,0.16566383961628167,1.0,-0.3198420614172396,0.4002415234537991,0.34674718039376273,0.07100671936260265,0.11850842605628066,0.21809259782502374,0.1437058534723103,0.07759360597179349,-0.3634070410039023,-0.6322479905430829,-0.286590918922474,0.20369016984540894,-0.8195580576121353,0.6798181614392895,-0.21301139233024824,-0.3867234210323864,0.0775209372869177,-0.4206163537648531,0.07130657506742132,-0.2848492039802088,-0.48184827559825766,-0.3532301684591824,-0.3284217507629575,-0.08519688586905307,-0.19083049848813535,0.5327335177071454,-0.006456440295156704,-0.5934586979443216,0.5692170526673017,-0.2431491719240274,0.47992301438599605
nsubj,-0.2054699783972017,0.26963376720998206,0.0722014023664824,0.09089348083186313,0.3579951263796055,-0.041341635836775574,-0.4183839110452367,-0.15532474948998734,0.2099750495657838,-0.1742730758008926,-0.0777260227173014,0.5947707611111457,-0.31744078390335173,-0.0754044050775766,-0.1793681969954958,0.03951239794405013,-0.3198420614172396,1.0,0.21133214944905096,-0.1744517171642593,-0.14860379740243948,-0.050164014658957576,0.4180377543646434,0.33259707975639624,0.4849579531504194,-0.006563506569422261,-0.14954264559219319,-0.17985866395522393,-0.12114699081705493,-0.19075668046268604,-0.2927262612750003,-0.16998692710154986,-0.4895114164435042,-0.5593113762298701,-0.1441056028600016,-0.45293165958763326,-0.2805952297378207,-0.15889421565795037,-0.5500565876173621,-0.12741105650174378,-0.1817384056503742,0.4033778296990865,-0.5126480124222696,0.6226916889903553,-0.11866179851959421,0.3107195364139699,-0.4940357662790986,0.3597196420997197
root,-0.9523513487278605,0.9773478170705401,-0.3790874729304008,0.7931013443451939,0.29320283413867865,0.539386801094126,-0.4538955589535375,-0.3386368071745092,-0.2786049422620105,0.14301131760446278,0.49485474182600286,-0.26438218857847023,-0.37250886011310175,-0.1566017847891543,-0.47237365169189105,0.37255473278073925,0.4002415234537991,0.21133214944905096,1.0,-0.6300049958822898,-0.20437871398050936,-0.5639497934834709,0.832699359319336,0.2838797095195622,0.1652483182880137,-0.09159725385168822,-0.7102937035464226,-0.3497777527141948,0.600554265532871,-0.45643093530449735,0.6472575943962547,0.09482101421286117,-0.658492911450308,-0.6656713592704294,-0.533780199922015,0.021063151355665145,-0.6688624622655532,0.24259599538781532,-0.09838094547956415,0.25466280509462663,-0.18334825669069854,-0.6084030209063204,-0.17947217435905127,-0.11021719507220826,-0.5860843570509734,0.7898087179249793,-0.6181490092590467,0.9562649542214822
advcl,0.7030320207818554,-0.5610395360011637,0.5227077543123732,-0.19944918657418623,-0.14017139801180203,-0.4355187760253903,0.05766719127805131,-0.09540772652084618,0.4637167923020273,-0.45686486213520655,-0.08250997814614122,-0.1520252315958378,-0.188435318563515,0.758668367235432,0.4444103498504939,-0.25287659021707065,0.34674718039376273,-0.1744517171642593,-0.6300049958822898,1.0,0.2054842339559041,0.5449034599837655,-0.5721934588680433,0.03489027754106026,-0.026892158342949325,-0.3990544434031714,0.20609814742772856,0.08134223430823635,-0.47293076516299537,-0.25386189185833613,-0.07075141784874645,-0.43787845813844883,0.16203299412258987,0.6746667410540022,0.2812114559887893,0.08105482471961185,0.28309716468733215,-0.6885396755783536,-0.396226067108004,-0.573754493618291,0.13083763822222932,0.6456366178367521,0.35178030813563343,0.3864959613512197,-0.10166179766511685,-0.23606594144950058,0.2693827085214069,-0.45983859215956996
mark,0.1407004229264723,-0.29367556800301686,0.5951115350389129,-0.0991123313592681,-0.49860585057605583,-0.0013327206669676507,-0.3720987175770081,0.8512301538295903,0.26529721973062254,-0.2709079339601909,0.4666557993824618,0.45199326280353913,-0.0578305740671193,0.4264198908699351,-0.08510337308094706,0.09740683940720207,0.07100671936260265,-0.14860379740243948,-0.20437871398050936,0.2054842339559041,1.0,-0.2814941666263156,-0.27173165274476013,-0.4753341145404778,0.24909240616674122,-0.318412989357778,0.023743037634754962,-0.02196806452839742,-0.0496620960456768,0.1475479213092187,-0.19559435565275227,0.5952248177211554,-0.21023432401466086,0.33126068934886455,0.21143067584085234,0.35162183162817595,0.3288982760257532,-0.5348925099705837,-0.32908415523463874,0.4597883620338925,-0.3684621377015128,0.12609602590878738,-0.09878986087541063,0.16795175007115384,0.24021348245967455,-0.16456035877416372,0.37539671411341113,-0.31899363228547534
det,0.7423105041096983,-0.5076831452297186,0.021334303650243098,-0.2722885627879544,0.46840856662321406,-0.28246445219418054,0.20689750180673733,-0.24993380449665492,0.23504667197633122,-0.6343383710425198,-0.3339237594342954,0.037770978124563946,-0.20608149619377691,0.2637531196919911,0.5876813336970087,-0.2421015805456882,0.11850842605628066,-0.050164014658957576,-0.5639497934834709,0.5449034599837655,-0.2814941666263156,1.0,-0.3910688013823837,0.13384715920017162,-0.03089536795231646,0.18609626916070027,0.07670315415464955,0.25725075205299947,-0.3722862180710515,-0.23754215575984147,-0.2762739630024268,-0.3553866080379316,0.37427773862210634,0.1618909059992544,-0.2027902008724652,-0.5204340502559529,0.462303180368116,-0.4128408143858287,-0.04598888628350327,-0.694029246150111,0.1384175012504993,0.5168832618200899,0.5625433179925283,-0.012811710295114355,0.25023718389275634,-0.2109500435109118,0.19256757811514896,-0.38090547483276493
advcl:pred,-0.8513708919444042,0.9054154794696274,-0.5773315439812229,0.7915551395566303,0.36033998529408884,0.4924891208572933,-0.5916556752743121,-0.2877828584722072,0.07756848524671554,0.0759979337987757,0.5461577026366653,-0.028773434332016144,-0.4288856143847866,-0.2800884545220443,-0.459702972839924,0.713811838259055,0.21809259782502374,0.4180377543646434,0.832699359319336,-0.5721934588680433,-0.27173165274476013,-0.3910688013823837,1.0,0.12837065543378884,0.5918347199288089,-0.13899107607111527,-0.7538403581999448,-0.4072521052340971,0.5539760877057194,-0.4882171260793695,0.35061145787019726,-0.1325586184465001,-0.7581940959510269,-0.8088399478167495,-0.6363703606438746,0.007379868264180448,-0.5102645432976892,0.20539042245513817,-0.051999524840748525,0.07730822366441276,-0.5711609433028092,-0.5691192262965554,-0.3672196087254446,0.16461168462523368,-0.627929148254342,0.8983593638813322,-0.3899407336735676,0.8431993708687705
